ID,Population_Density,Perc_Housing_Single_Family,Mean_Commute_Time,Percent_Properties_Commercial,Med_Housing_Value,Med_Housing_Year_Constructed,Perc_Housing_Furnace_5_Years,Number_Code_Citations
1129336,215.2433389,0.922028915,6.182703957,0.425971504,257045.3655,1928.717223,0.55046376,28.57611921
344119,158.9391247,0.860370901,6.827826537,0.512223784,224308.0208,1917.340451,0.432132332,22.82426547
550931,180.5766889,0.904710574,8.321175577,0.499339536,192945.4144,1931.397114,0.498197774,21.91712423
601497,217.516075,0.902819257,6.748691786,0.462602335,144155.1514,1948.67685,0.615447104,25.30466959
262816,220.990624,0.852680636,8.277056307,0.424405001,216236.9068,1918.910034,0.496688441,25.80545599
1065546,186.0697611,0.887252172,7.842437384,0.419716507,177990.4229,1936.70001,0.537357048,29.75383026
1176522,217.8698971,0.940557064,6.822893067,0.53341314,200538.3596,1927.634132,0.56289963,25.2575402
431438,211.1874397,0.891095449,7.269578772,0.483216212,207909.8155,1925.435625,0.519821319,28.69741296
996635,144.8678028,0.898650755,8.049587536,0.418443125,211108.8906,1943.093346,0.492240169,18.47633526
964588,252.415603,0.8054743,7.691403519,0.462512065,188127.328,1922.285302,0.467703701,23.78782483
747059,208.7510681,0.870090022,7.839663958,0.472276057,162149.2521,1933.742619,0.474403892,24.3438067
236844,209.7323383,0.845994139,8.221497642,0.472007003,216115.1747,1933.052899,0.544190808,25.31500574
591660,206.4237426,0.856188676,10.28211129,0.462012423,189950.464,1921.321534,0.512611516,26.98018354
849398,201.6291705,0.904964029,9.635562806,0.422077663,166135.6385,1945.271552,0.552149742,22.94361556
1024113,254.6526727,0.893128914,7.117119468,0.413065172,169198.8349,1916.446495,0.478238378,25.84576757
151467,196.4792617,0.905815654,8.658459058,0.483390767,157367.2458,1932.796721,0.530135651,25.5649544
805273,210.0705762,0.904234703,8.619486593,0.476967492,188150.5417,1930.352657,0.54940898,25.50779166
133908,217.2586529,0.875573208,8.267580527,0.468607394,154139.4161,1922.215786,0.465535648,28.51271779
177725,195.8666779,0.9123862,8.437231007,0.441433217,273786.1399,1936.787491,0.52813439,16.61452327
1267369,175.9726095,0.911104441,8.212695041,0.451595123,260344.876,1929.254805,0.487629298,26.84521991
750934,208.7939237,0.911453991,6.9120588,0.429686197,285050.313,1920.015028,0.468363395,27.69734772
1172395,160.6585457,0.904212698,8.763264061,0.507549713,156632.7402,1931.477028,0.54012267,28.10315227
658737,244.6140234,0.89613596,8.301235918,0.459894846,240437.7732,1926.709358,0.486501531,29.30125115
158219,239.296358,0.823299126,7.354316626,0.462467081,233409.3409,1940.314175,0.593196994,21.41855778
682157,223.7480178,0.889747371,7.968402542,0.424665969,146332.6666,1926.340301,0.486132414,22.64333448
321923,234.2280058,0.861576596,7.926306157,0.448989265,254327.7272,1931.682497,0.518793322,24.20131815
600556,216.4302249,0.861637979,7.024057755,0.467814961,236904.2548,1923.09917,0.453848417,19.6632474
258951,166.6327319,0.846911702,9.348822629,0.377729132,204698.074,1941.671715,0.587236874,21.09945815
1069587,215.3031606,0.925630935,6.787529373,0.467726345,118076.3123,1935.520275,0.533098729,17.58268054
285099,195.6483208,0.938101605,6.869457768,0.458032886,242999.3249,1952.556051,0.595194947,18.45918659
196739,185.6333076,0.894276452,7.871466901,0.429308482,209636.2064,1919.904821,0.446417075,31.89405466
1230972,228.262771,0.890742448,9.267741346,0.435545982,186747.7653,1938.692636,0.570686216,18.28528927
295831,174.2227432,0.919855422,7.559979592,0.463482758,268388.5769,1922.426055,0.517365841,24.9681527
991861,177.2140056,0.883525585,8.083099614,0.447917789,224211.0721,1931.614678,0.523795302,23.96010687
753877,154.9263894,0.922673343,7.592454333,0.454226137,227858.488,1939.988291,0.523559658,15.93460391
1136891,177.8043585,0.892399244,8.447279922,0.460430865,202673.3147,1923.06442,0.456309933,32.66798794
527447,258.453164,0.930155998,7.355262931,0.437834901,228091.0766,1929.187133,0.525204067,25.83903952
1000365,157.630225,0.890133846,9.322573799,0.483548891,219506.8581,1926.412209,0.463818208,27.41168894
474703,192.4705933,0.864181016,5.943488072,0.478273814,193573.308,1935.977272,0.503944839,26.47297803
797130,146.779642,0.883252166,9.470092001,0.451629594,215830.6479,1931.930254,0.48135354,23.31746723
1324843,201.0363573,0.925807174,8.583948599,0.47801706,194975.1416,1924.991021,0.533338251,20.94866133
443607,172.820439,0.921520163,6.370016543,0.382367994,234477.9469,1925.772011,0.490344212,27.21928769
131469,213.7097058,0.866782173,10.26174489,0.450750613,198971.1929,1932.682234,0.541156102,20.12119534
471574,197.8072913,0.905818704,6.922081926,0.441997394,191826.0555,1929.944402,0.531337555,26.48062731
920604,167.0598769,0.938298732,7.644863152,0.475888113,174671.5124,1919.786661,0.489563137,25.37163138
462922,252.9289526,0.858623431,7.319772276,0.499435762,176772.3908,1942.809818,0.539382843,24.67705618
481435,254.8177796,0.866974874,8.912199286,0.433412782,206967.1433,1927.611026,0.513638135,21.35812842
1267858,261.8195347,0.898519853,7.871771954,0.50471604,201012.9459,1921.658019,0.48751781,29.02836932
936450,164.556806,0.859683149,7.838971851,0.432401571,117543.7962,1939.822812,0.543228211,16.87872364
367069,190.5416209,0.88037194,8.484225482,0.431142926,116757.7256,1936.30662,0.560840871,15.1215116
201554,191.2339871,0.877376601,8.580378017,0.526165241,249953.1764,1916.9994,0.501485143,28.85547021
626932,167.5213326,0.872059052,9.4568214,0.486860066,267589.0716,1936.286588,0.545184524,30.60296925
1172681,211.30273,0.892535196,8.428616081,0.436227417,187772.4879,1918.05571,0.500025658,22.38172287
1060640,206.3403119,0.837073286,7.131152547,0.528373895,268810.1234,1911.745729,0.439051029,17.78207009
589972,219.6613268,0.864227495,8.960045183,0.428663902,173213.4568,1931.373409,0.534593552,29.73895895
262131,195.4292907,0.866088145,9.334457146,0.459123328,219017.698,1927.69754,0.496533271,30.52891828
164955,190.9072432,0.92372558,7.205234924,0.428858652,240497.862,1937.927177,0.523734542,23.27577635
1287098,172.742442,0.858234884,9.040868565,0.463177377,237566.2781,1929.16408,0.53619566,29.59057871
511108,196.1120555,0.859440006,8.838955938,0.447189524,181951.5369,1907.254653,0.396222388,30.561822
251492,226.1459802,0.818925756,8.65477981,0.449666036,266983.7788,1935.450074,0.547645594,20.23712606
195770,214.9250898,0.876075113,7.405522457,0.459345303,238595.1921,1920.58651,0.50648374,31.46137203
945636,252.0905104,0.87835317,8.998587407,0.449490737,210532.7606,1915.869763,0.49556248,26.33269462
1360395,214.5236802,0.908242581,7.873095531,0.446184614,185702.1169,1900.519476,0.377639,31.17877041
883202,207.0800244,0.920055581,8.292572321,0.496269188,268714.5163,1931.008242,0.553819476,28.29960597
950028,134.0704686,0.913217445,6.707411607,0.469708893,196012.8811,1941.112804,0.535062882,22.69993673
318832,193.4859304,0.864683015,6.745215455,0.47480721,198335.5053,1928.660377,0.523283241,25.52345492
552119,219.8369155,0.824827751,7.623576507,0.514487873,151738.786,1922.94692,0.498905078,24.27751358
312209,137.5076749,0.910052708,9.957104892,0.411627295,243996.1563,1937.167635,0.517319819,24.0957605
1281314,151.7909118,0.88911297,9.241280687,0.433927377,271283.7819,1922.645526,0.484657848,25.82350378
963878,243.3592594,0.841314584,7.147723258,0.460386855,232361.0817,1926.313209,0.482043682,26.02432946
1177650,222.5880677,0.890318289,9.372830415,0.514612002,234376.521,1934.852243,0.537648136,20.4111817
1051215,164.8153229,0.896029829,9.001400076,0.458726888,211942.8805,1910.056699,0.433538281,21.64606251
661033,143.571376,0.867947358,8.833484561,0.488271029,296249.4752,1941.901156,0.553805931,10.79724925
408253,178.8169626,0.867037114,8.671188729,0.429382302,191608.5017,1939.076217,0.51443002,26.85487718
154367,215.0767956,0.879338435,7.169444243,0.480688006,272954.0439,1918.47938,0.486161864,26.32446695
1033315,199.5186511,0.902339898,6.841136017,0.476383575,207185.359,1932.272991,0.495960842,26.07880393
214432,180.6901947,0.929013576,7.98724518,0.413803143,271041.246,1928.652904,0.505140493,25.50579048
483950,174.8362199,0.902221612,6.491954423,0.520155571,160338.2525,1920.144379,0.466482601,28.60690705
1055133,172.3488273,0.882256478,8.562306127,0.392259895,217524.1443,1927.22091,0.511160935,24.65790199
341830,184.887814,0.917883104,9.059891314,0.487882496,158974.433,1934.338666,0.563548626,22.71142266
842963,204.1744927,0.881670618,8.585645492,0.465412071,183351.8658,1919.563623,0.51493315,25.2078772
1230705,211.2323989,0.898823538,6.748126309,0.46515502,241826.7288,1944.418809,0.572837476,24.36988551
659169,186.6351222,0.903094392,6.266419253,0.469780488,210442.5227,1931.890116,0.529571329,31.75628475
550307,173.4301748,0.864423597,8.416520331,0.457927419,246276.0725,1945.454294,0.546106901,17.47214119
796272,218.1997389,0.900786311,7.391643847,0.496301625,224169.1252,1925.81939,0.511906324,28.87014219
786882,172.5258104,0.88902998,6.944843482,0.406817819,198101.6723,1940.521462,0.530849388,21.02409081
790350,187.3819744,0.89087926,7.398654683,0.491513822,207976.4639,1954.198685,0.56424982,23.27617045
257589,227.6598519,0.877063143,6.572968507,0.501460954,153805.5707,1911.304844,0.447341473,31.3208775
1134151,174.3831886,0.883038912,8.090723687,0.469868427,184300.453,1923.299577,0.522905569,28.44884158
870286,230.1479012,0.939626672,8.547120569,0.458389378,215670.6318,1940.486822,0.580317335,22.45692215
514685,224.2666285,0.817345733,7.497267794,0.450053442,198857.2108,1931.393355,0.533808769,29.32384739
154410,159.8527742,0.931066006,8.481089406,0.447313277,227379.3738,1930.526293,0.449249716,25.67117628
107847,143.8059654,0.911006804,4.934596666,0.476592589,246435.7222,1918.254694,0.511354683,20.69069476
508094,219.7081117,0.901704273,7.175691525,0.431946175,221341.3304,1915.551637,0.46269765,33.00547597
1180717,170.3522321,0.845191002,6.218994011,0.472042387,173749.2123,1932.688522,0.515033896,27.24320453
1182822,160.0656849,0.873331104,6.859461872,0.406381903,207664.394,1918.494295,0.427554731,23.28619134
152793,162.4655019,0.887879939,9.165266322,0.46803176,219015.983,1933.514615,0.57831983,15.27524626
1294065,138.8292813,0.921987005,7.442815901,0.454603401,175480.1425,1922.667371,0.529645524,25.95979018
982811,145.0071179,0.936902227,8.4504888,0.431694898,207412.9808,1942.518624,0.546382911,19.66534323
500943,238.548353,0.873886767,7.911945186,0.456058243,217843.0419,1940.375044,0.514247529,26.12052174
1374061,182.1383439,0.898133692,7.01131862,0.468143793,268451.4322,1935.121514,0.479623859,24.07700571
893603,253.0711085,0.880192357,7.3604387,0.477847484,214812.2735,1944.217102,0.562735963,20.20155443
1120434,191.6994577,0.89616435,8.06636233,0.450683222,256630.0679,1931.465837,0.514322043,32.31000468
117620,239.2987036,0.90303894,8.065093642,0.424506003,180932.2161,1923.386609,0.494495936,20.57348972
713225,206.9552264,0.871941415,7.459050501,0.449302018,169013.538,1917.969841,0.456167328,29.91493221
590861,219.5084279,0.857567118,7.400178135,0.526559274,246113.5286,1936.821922,0.497342033,25.36970811
188327,191.0312191,0.871646222,8.938793038,0.406659795,226852.6038,1932.980457,0.572013083,27.93193281
928766,150.2348835,0.902789263,5.959959975,0.423397536,185571.6871,1927.762091,0.513804762,21.0975554
1104018,171.3094417,0.878385654,7.118299547,0.468930661,219372.7484,1920.000948,0.464034526,33.13796454
807807,198.1368183,0.87255658,8.288331141,0.470785035,181354.2241,1926.236607,0.504969164,24.94280212
129455,188.966835,0.891326422,6.79126714,0.396469916,244560.214,1928.419312,0.537952226,24.38366613
989425,186.8174629,0.885490291,6.914686386,0.450463679,214743.377,1923.368248,0.448041449,28.76518601
1191126,265.6863764,0.924984818,7.628108951,0.458743397,190520.392,1919.564101,0.444822115,27.60140491
120793,149.9466552,0.911966566,8.433909471,0.493433858,179128.542,1934.030206,0.522297337,24.87692755
608590,221.8854069,0.920232145,9.728806446,0.467793908,220255.7425,1918.691967,0.454412479,31.45055664
1007457,100.0444995,0.910330604,8.789677857,0.415352841,216416.5451,1925.113231,0.501612869,30.10215994
505938,217.0195134,0.810283973,7.105888477,0.47037439,173237.0664,1922.808422,0.494172843,32.52945164
1184129,182.2190854,0.923001754,7.686619742,0.466169309,148539.0582,1943.659386,0.559943823,12.20535609
1346589,231.5143963,0.840456629,9.187383245,0.436433971,258882.7471,1943.540341,0.510519656,19.553186
969316,183.4342864,0.830883776,9.637965266,0.436431565,224995.3764,1917.800863,0.463665869,32.93872851
861476,239.2492181,0.885118152,6.427407413,0.478729241,197720.7753,1928.139562,0.468076182,25.8258914
491106,233.2307832,0.923282423,8.968142171,0.421849316,156491.7525,1943.255089,0.582641902,17.27138307
1293574,180.7643687,0.882860652,8.231153369,0.488783601,259400.3873,1929.140138,0.514059063,23.46552731
890717,177.5376123,0.927244133,8.765870057,0.441199129,218342.6478,1930.795279,0.453509783,28.11513745
386209,186.9202062,0.917142767,7.31307715,0.407966915,146066.8143,1910.566487,0.472374101,28.71687359
293424,150.9205587,0.908929562,6.288790833,0.436534936,110989.3197,1929.561302,0.521568053,22.56257819
1254843,210.4951667,0.936967205,8.496995453,0.42983219,157398.1504,1935.234698,0.503048255,28.44789706
881351,174.2775944,0.921319386,7.765720996,0.431949234,225013.1964,1936.682719,0.579009492,25.79392571
1203866,151.4042038,0.920981322,6.504330819,0.448156614,148399.7907,1916.805727,0.510568858,33.7708457
781445,233.4399961,0.902396658,9.249535636,0.450385215,179660.3975,1940.679334,0.587795384,20.72123551
1250182,236.2949684,0.877950958,6.637757285,0.474070311,264386.7868,1925.119622,0.546747119,32.74383811
1187039,180.0372705,0.850434705,8.063994865,0.480771716,160477.4933,1926.550258,0.510415032,28.21668354
1099642,194.4472542,0.88247789,8.293388629,0.470494067,141297.9141,1928.852355,0.45938721,26.01108057
223395,193.7282274,0.930445126,8.854503807,0.431463269,265737.9876,1935.253925,0.521438242,26.30728766
730462,196.1203537,0.824664505,7.366162172,0.500006138,238958.9619,1926.460868,0.506807763,22.90460669
1278360,176.6125903,0.877867963,8.602770119,0.482600292,193422.9215,1924.734567,0.47917638,22.95298125
545630,168.6807131,0.896915373,8.264091635,0.437322945,215405.6382,1940.62163,0.545520053,18.34404367
112832,192.7034261,0.883800787,8.766828002,0.464021517,246150.0014,1936.018637,0.518132027,20.18778848
104854,219.6213838,0.912277988,6.73843997,0.441119959,151883.3446,1931.164196,0.496701805,23.26750002
629660,253.3153485,0.869159205,9.634844496,0.453591604,166994.0623,1935.47831,0.57124109,32.21880985
1321061,162.6872212,0.923326475,8.005925702,0.503507705,194290.8714,1923.022825,0.503631544,18.68900069
989670,182.4278146,0.925704638,6.515978524,0.45124988,236429.9145,1928.530131,0.458439728,30.47445205
1332773,218.2200836,0.843414243,8.104045826,0.455421618,240736.8205,1940.644789,0.532970366,27.43411992
1288615,212.7444194,0.816390395,8.14080659,0.474849521,165091.1604,1940.179812,0.536852549,26.93276095
560745,189.9795244,0.910993156,7.773486344,0.488517872,182034.0099,1947.903084,0.574962999,17.55558364
539392,212.225227,0.828120193,8.964101671,0.479281953,203698.9712,1937.960657,0.570223667,19.51574439
823037,248.2234845,0.874128188,8.7686797,0.418564081,146450.0601,1938.371449,0.498308877,22.31833935
990694,162.3398415,0.892057763,9.271637323,0.441633455,169262.5342,1924.019261,0.568440464,31.76064551
107617,202.3849672,0.918479685,8.405134466,0.411625857,265148.3841,1918.512147,0.501069907,24.77085441
606121,178.7048448,0.860123636,8.868350924,0.478627369,236178.3265,1918.637371,0.49293377,34.18137673
370927,201.720358,0.897478523,9.26238425,0.462744433,183138.1989,1939.78268,0.520646365,24.50603298
1334346,221.4507331,0.924855902,7.97187474,0.505982427,116338.8632,1918.840796,0.452446868,24.16386025
725181,167.8356719,0.864272395,6.109998346,0.469108421,189875.9829,1908.457147,0.469338664,30.66434169
1181541,191.1411953,0.869889108,6.94523751,0.466800527,135942.6243,1933.387455,0.43629863,29.50409749
931046,216.2213572,0.884789532,7.575539974,0.474482455,175438.7453,1922.452531,0.497196172,26.99386324
1303219,215.3376454,0.922817722,8.203562179,0.452074875,235666.3476,1930.366421,0.495747396,28.11892115
1135539,209.6316024,0.928295854,9.105724861,0.466448735,226454.5508,1942.630265,0.575596484,18.84642663
109844,200.6496389,0.885010906,8.143829616,0.431910089,235972.0955,1932.435089,0.503587553,33.5006743
234085,174.6908512,0.846359334,6.328603877,0.513155389,238908.9629,1952.716148,0.539210082,26.90329348
911583,241.0988234,0.852186873,6.959867214,0.460675458,210329.2388,1931.669321,0.473326343,25.45097135
1351110,147.144416,0.867324918,8.492400915,0.523423578,246888.467,1929.274986,0.534413184,20.05007205
240323,177.2500206,0.884464237,8.103665309,0.47719924,222867.6634,1926.687659,0.496107438,31.65756516
1313533,215.1823277,0.891427585,6.882543972,0.463193203,158219.4156,1934.088033,0.527572828,20.93356672
532825,188.2229359,0.898912546,7.459695919,0.42097572,355068.1736,1922.225506,0.552680066,25.94324975
453421,166.9920859,0.913331994,5.420849293,0.496375367,96725.18592,1934.966788,0.490017265,17.49557846
917438,220.7625627,0.893949273,8.957833818,0.440115783,212196.4148,1948.188577,0.614955117,25.98459367
336772,148.0947073,0.830135291,8.770144356,0.439762333,193999.5925,1935.897732,0.51540193,27.3333417
992783,187.7772139,0.907633846,8.471557689,0.460751473,149315.8267,1940.650556,0.527382123,17.5424943
1157197,202.8698967,0.851242637,7.996623332,0.400930837,285283.2473,1915.041276,0.454899326,30.34926886
1144273,188.5703576,0.822544228,7.486813213,0.462214827,225178.6391,1934.372065,0.536805815,25.11724185
1156253,220.9533846,0.907582074,9.038036286,0.468399192,149527.7094,1934.172888,0.563874602,21.0940472
576480,196.1799492,0.913384627,8.877817711,0.438305518,234287.1356,1928.725471,0.521611325,27.79644905
104114,171.3541436,0.88761492,7.946525264,0.428264915,139873.0803,1934.912339,0.526881328,20.37982577
1196053,192.2587936,0.871167579,7.210176689,0.470777434,153277.3659,1924.032316,0.497458878,32.28431941
472244,228.9558314,0.934683757,9.191776117,0.447608732,225168.1835,1921.288112,0.473965127,30.93288692
687948,193.1718337,0.893236339,6.144314908,0.458305214,184421.0113,1920.586806,0.476368843,20.76530691
907638,236.0553337,0.83199646,7.721849622,0.447105046,225596.5558,1935.055401,0.518157903,23.30980349
1056934,238.473038,0.925444501,9.402701483,0.462257985,202843.3527,1914.734166,0.44999159,25.40217206
486298,205.6851879,0.893154631,9.020928616,0.450573395,229554.4316,1922.731231,0.497493054,27.35844452
500196,218.4367882,0.89335288,8.723780955,0.487698263,206917.6508,1923.417971,0.46992418,26.43401239
876165,260.4432496,0.888041554,8.787634894,0.456654955,262835.9037,1914.820932,0.446595986,31.08478569
973234,197.7867291,0.865359185,8.435842698,0.452827229,208004.2712,1936.071329,0.530912111,29.85376102
1133520,151.0010342,0.917947658,6.841579598,0.49727967,196295.6806,1927.431408,0.501884286,23.71707589
1111087,186.2775377,0.888450725,7.268154676,0.471967115,154046.7802,1932.489398,0.507359729,26.55302777
307692,207.5159359,0.943336859,6.680091202,0.469119468,243500.8701,1915.320426,0.474519637,31.25012866
807241,211.5867202,0.892112494,8.567151322,0.487022603,183394.9591,1917.954228,0.479294499,31.01676925
339995,253.9086722,0.924891338,10.28732768,0.370569538,100374.7885,1936.198248,0.510634287,25.45343792
1375404,218.4447918,0.873249296,7.436317647,0.459394964,228565.0946,1930.156146,0.487319687,22.1646561
474181,169.1441276,0.855744423,8.885083541,0.435147348,215526.0279,1928.346851,0.517135598,22.61899544
459564,217.6754268,0.935822736,7.397102536,0.415791262,149889.5478,1919.165706,0.493373998,33.00972864
487348,162.7739557,0.85332943,8.526707129,0.425908639,226417.5189,1934.352701,0.530806689,22.45754215
796483,226.229595,0.880031995,7.536684993,0.469987411,165902.2673,1901.357758,0.444015666,22.45555494
932076,229.2195031,0.889291072,7.804232394,0.465250367,200571.8955,1922.300503,0.495118951,29.23454421
377075,175.4926505,0.836860963,8.398578655,0.474165176,212750.6739,1936.00603,0.506392046,18.942319
176147,200.428656,0.850107801,5.683240167,0.4478779,194820.6863,1924.771604,0.479638253,28.07159991
349371,195.3750508,0.889409869,6.978352636,0.470125729,223788.1276,1922.484983,0.503101145,26.28747537
1335848,200.7446316,0.88013987,7.734174907,0.428513772,189954.8749,1934.447195,0.490791757,28.41107651
1277545,189.6767962,0.905422916,7.743244677,0.512769093,225961.8485,1923.564504,0.476371544,25.52308855
1039050,166.8253554,0.89340515,7.835349582,0.442364526,196247.8505,1934.028839,0.524178565,29.66992042
1166887,214.8902541,0.883658616,7.054829372,0.506664021,226984.4655,1911.512494,0.42871786,26.21751025
197033,207.2544436,0.882371386,6.868284285,0.477023546,267168.7716,1933.643782,0.566510677,25.13352306
897979,207.5014866,0.880947187,6.851269049,0.462917482,274222.7136,1929.299306,0.498225886,22.13885772
1081838,212.6810735,0.882167463,8.535445004,0.465420012,254582.6656,1921.861218,0.470979444,31.81255736
443223,183.1520118,0.903251486,9.665071706,0.439597291,200861.5383,1932.491659,0.504459068,22.66701509
106224,197.8770362,0.872375731,8.367325435,0.501909536,180327.3397,1925.039051,0.516078982,28.9939203
1028728,197.1920531,0.887329306,8.18369037,0.456397271,299334.0356,1929.088227,0.455617567,25.39229458
1318235,192.053393,0.880328276,9.350387991,0.431717826,138550.6554,1956.596663,0.60677642,16.94395833
429011,227.6246506,0.898246394,7.198509118,0.450432079,193094.6437,1934.143639,0.51543797,29.21395139
777922,179.4773375,0.869924695,8.11149012,0.513837916,131161.9372,1927.488738,0.510717613,27.89394199
511593,135.3717897,0.852313684,8.052526993,0.438781221,219173.1984,1929.245059,0.499284493,28.26315294
1234601,206.1242842,0.854411609,9.551450688,0.446998595,205429.8231,1905.310932,0.441867545,25.97142184
716954,170.6934308,0.830936856,8.921067831,0.436438849,220998.1638,1929.758973,0.525632038,25.92142066
1270101,191.0642715,0.848487792,9.09448579,0.447319499,200715.1823,1941.456372,0.562686866,23.68346912
921639,228.73984,0.872977267,8.060813981,0.497857818,145395.5877,1924.469665,0.525263483,28.83360082
780312,209.5955049,0.883153654,7.952036781,0.518498711,200018.1353,1935.631399,0.526842249,26.68866423
468469,165.8714615,0.824546718,7.58100401,0.459269046,176130.9184,1925.101081,0.474670131,20.1328125
1054662,219.877395,0.894182824,6.762934933,0.44998709,227956.6399,1928.694987,0.489011356,29.30090559
1196641,184.6336708,0.915748309,8.3079613,0.446880179,166177.1618,1935.882945,0.545433605,26.85205194
728290,243.5648884,0.949802382,8.256440858,0.436561502,223676.8776,1940.095806,0.603821926,28.79721365
1035573,202.3208882,0.901388486,9.021169593,0.461267215,224328.1357,1923.476653,0.528222333,28.52237176
758006,182.7112938,0.929733692,7.242349602,0.44751454,238990.9421,1926.611437,0.531860162,24.98510843
671399,210.769038,0.898023258,8.925881488,0.447990991,171648.2551,1937.0465,0.526331521,20.46006216
881931,216.7635402,0.878848191,8.138905652,0.441462904,261856.8152,1924.731682,0.546925002,31.0452338
922626,146.4493487,0.90133799,7.238871127,0.523563068,100938.023,1938.009745,0.534160772,17.29945346
651885,159.2046196,0.888999746,6.713969996,0.480866262,218827.412,1951.354892,0.593096093,14.0243553
375621,139.3317536,0.897496004,7.65374895,0.479086287,187310.6401,1913.323609,0.419058006,33.28536736
662189,189.4753903,0.863759461,7.432393932,0.50183225,199489.4371,1917.238388,0.48472548,27.9863933
864094,255.9596605,0.88572609,5.832163499,0.401516747,221014.7285,1936.550146,0.513953204,28.29740519
727714,170.7117828,0.894579317,5.742208921,0.476775766,205492.9515,1939.508757,0.508436283,22.3144099
333613,186.523502,0.892953693,7.784395852,0.440134765,156753.0716,1907.42682,0.467080264,22.33490194
659308,173.0477585,0.892050119,9.107675673,0.405641945,130644.5637,1927.317817,0.491052057,29.85652029
535146,197.0505049,0.877562268,8.043213592,0.451178138,196027.0752,1928.800791,0.562821362,25.35009784
1140451,214.3293879,0.863017391,7.814516933,0.510372027,218716.1576,1926.223743,0.49850463,20.5364512
1132733,240.8399909,0.895929707,8.906750018,0.426121232,210253.6969,1916.5216,0.451022039,24.72417111
1090536,181.637078,0.870276981,8.639706148,0.510621344,183642.9466,1924.432027,0.527591318,25.55655093
144613,201.0054839,0.909418487,6.735043575,0.463405131,196581.1188,1931.255636,0.450905959,32.42714893
174378,199.2160406,0.857771311,8.051460899,0.452478263,120673.8435,1933.761053,0.536822066,24.73824985
1240737,197.8737704,0.935532356,8.378346792,0.53221167,198883.3146,1917.194608,0.458851075,29.57263533
412718,189.3459512,0.959084125,7.28729016,0.4663668,236308.4513,1940.013205,0.55973139,20.00288752
1014611,185.4207841,0.88248084,7.843675513,0.435903946,233548.9078,1942.636648,0.599291986,22.33317
1230960,194.8288679,0.900148475,9.588396257,0.46631022,244462.437,1931.000851,0.539547631,24.1110219
1071220,245.287955,0.882647196,6.761537951,0.471778619,183608.9442,1916.942758,0.475796711,22.39840136
1066962,179.8226945,0.885156585,8.244517773,0.440947069,135028.9432,1923.535109,0.4649405,32.01801924
1236043,188.8766982,0.870320664,8.599596293,0.469120508,238342.2424,1923.85876,0.528781444,22.6947101
1240026,242.3466045,0.897681152,9.655830753,0.466333583,154588.7359,1928.066815,0.490690584,18.99623283
799599,222.0501591,0.938765207,7.61668341,0.468528985,188949.6751,1913.398234,0.447318614,29.69293693
1396496,217.6550811,0.854446202,8.540025358,0.483355482,180779.0751,1932.340837,0.547464861,29.06326198
1262969,261.5459896,0.912013833,6.778825054,0.475912146,203469.3342,1944.391772,0.583869186,22.80860063
628241,203.2225112,0.920475312,9.296443515,0.445114954,153373.4961,1937.044744,0.499508441,17.80366511
445067,232.1524316,0.858749531,7.682210382,0.476138318,167836.2553,1921.323014,0.537454497,26.93925896
963150,184.1161607,0.860585212,8.612810575,0.458185828,210493.6596,1926.385739,0.477721896,28.20273359
